代號,名稱,預估月,yoy,mom,預估營收（百萬）,TEJ產業
1438,三地開發,* 2023/01,10550.0,,105.51,M2500 建材營造
6186,新潤,* 2022/12,847.292,168.188,2443.08,M2500 建材營造
1436,華友聯,* 2023/03,703.0,121.222,352.0,M2500 建材營造
2537,聯上發,* 2023/02,699.0,699.0,119.0,M2500 建材營造
3056,總太,* 2023/03,71.517,2.379,314.0,M2500 建材營造
1805,寶徠,* 2023/02,53.546,53.545,24.0,M2500 建材營造
6576,逸達,* 2023/02,46.619,46.619,10.0,M1722 生技醫療
2530,華建,* 2023/02,29.899,29.899,55.0,M2500 建材營造
5213,亞昕,* 2023/03,28.365,18.878,555.0,M2500 建材營造
6461,益得,* 2023/02,14.385,14.385,2.0,M1722 生技醫療
6535,順藥,* 2023/03,13.286,-0.342,2.0,M1722 生技醫療
3067,全域,* 2023/03,12.208,1.09,7.0,M2331 其他電子業
4712,南璋,* 2023/03,9.714,inf,3.0,M1200 食品工業
4743,合一,* 2023/03,7.371,12.262,74.0,M1722 生技醫療
6169,昱泉,* 2023/03,7.333,-0.18,1.0,M3200 文化創意業
6499,益安,* 2023/03,5.923,1.461,36.0,M1722 生技醫療
2745,五福,* 2023/03,5.724,-0.703,63.0,M2700 觀光事業
6264,富裔,* 2023/03,5.64,4.309,117.0,M2500 建材營造
6222,上揚,* 2023/02,5.25,5.25,1.0,M2326 光電業
3466,致振,* 2023/03,5.233,0.185,116.0,M2327 通信網路業
6219,富旺,* 2023/03,4.66,65.667,30.0,M2500 建材營造
6212,理銘,* 2023/03,3.943,5.586,65.0,M2500 建材營造
2719,燦星旅,* 2023/03,3.918,-0.783,9.0,M2700 觀光事業
2536,宏普,* 2023/03,3.427,3.303,63.0,M2500 建材營造
2883,開發金,* 2023/02,2.863,2.863,8824.0,M2800 金融業
6674,鋐寶科技,* 2023/02,2.831,2.831,213.0,M2327 通信網路業
3073,天方能源,* 2023/03,2.646,1.756,7.0,M2324 半導體
2734,易飛網,* 2023/03,2.635,-0.438,59.0,M2700 觀光事業
3498,陽程,* 2023/03,2.481,0.287,150.0,M2331 其他電子業
4157,太景*-KY,* 2023/02,2.419,2.419,4.0,M1722 生技醫療
1539,巨庭,* 2023/02,2.309,2.309,171.0,M1500 電機機械
8476,台境,* 2023/02,2.226,2.226,157.0,M9900 其他
5706,鳳凰,* 2023/03,2.172,-0.76,21.0,M2700 觀光事業
4147,中裕,* 2023/03,2.103,0.656,40.0,M1722 生技醫療
4702,中美實,* 2023/02,1.869,1.869,138.0,M1721 化學工業
6624,萬年清,* 2023/03,1.857,0.785,31.0,M9900 其他
3535,晶彩科,* 2023/02,1.76,1.76,84.0,M2326 光電業
5314,世紀,* 2023/03,1.655,-0.292,3.0,M2324 半導體
9946,三發地產,* 2023/03,1.648,1.581,155.0,M2500 建材營造
2501,國建,* 2023/03,1.64,-0.11,886.0,M2500 建材營造
4402,福大,* 2023/02,1.581,1.581,12.0,M1400 紡織纖維
5529,鉅陞,* 2023/03,1.541,0.918,14.0,M2500 建材營造
8068,全達,* 2023/02,1.541,1.541,70.0,M2329 電子通路業
2888,新光金,* 2023/02,1.508,1.508,8301.0,M2800 金融業
6625,必應,* 2023/03,1.478,0.43,92.0,M9900 其他
2731,雄獅,* 2023/03,1.439,-0.544,455.0,M2700 觀光事業
3686,達能,* 2023/02,1.406,1.405,7.0,M2324 半導體
5410,國眾,* 2023/03,1.403,1.33,541.0,M2330 資訊服務業
2609,陽明,* 2023/02,1.392,1.392,27048.0,M2600 航運業
8034,榮群,* 2023/03,1.378,2.819,33.0,M2327 通信網路業
3629,地心引力,* 2023/02,1.367,1.367,8.0,M3200 文化創意業
3489,森寶,* 2023/03,1.273,6.016,190.0,M2500 建材營造
4168,醣聯,* 2023/01,1.222,-0.971,0.2,M1722 生技醫療
6187,萬潤,* 2023/02,1.167,1.167,157.0,M2331 其他電子業
2538,基泰,* 2023/03,1.102,0.494,46.0,M2500 建材營造
3229,晟鈦,* 2023/03,1.1,-0.053,81.0,M2328 電子零組件
2910,統領,* 2023/02,1.08,1.08,78.0,M2900 貿易百貨
5351,鈺創,* 2023/02,1.066,1.066,389.0,M2324 半導體
2404,漢唐,* 2023/03,1.053,-0.16,3973.0,M2331 其他電子業
4503,金雨,* 2023/03,1.048,0.258,17.0,M1500 電機機械
1515,力山,* 2023/02,1.018,1.019,296.0,M1500 電機機械
6111,大宇資,* 2023/03,1.011,0.927,200.0,M3200 文化創意業
6404,通訊-KY,* 2023/02,1.0,1.0,1.0,M2330 資訊服務業
2482,連宇,* 2023/03,0.954,-0.297,112.0,M2331 其他電子業
3437,榮創,* 2023/02,0.936,0.936,218.0,M2326 光電業
3645,達邁,* 2023/02,0.926,0.926,165.0,M2328 電子零組件
8467,波力-KY,* 2023/03,0.91,0.252,181.0,M9900 其他
6240,松崗,* 2023/03,0.887,-0.361,2.0,M9900 其他
4155,訊映,* 2023/02,0.881,0.881,103.0,M1722 生技醫療
8926,台汽電,* 2023/03,0.873,0.423,480.0,M9700 油電燃氣業
3062,建漢,* 2023/03,0.87,0.386,456.0,M2327 通信網路業
8089,康全電訊,* 2023/02,0.862,0.862,125.0,M2327 通信網路業
5251,天鉞電,* 2023/03,0.861,1.305,26.0,M2326 光電業
3432,台端,* 2023/03,0.852,0.282,2.0,M2328 電子零組件
3664,安瑞-KY,* 2023/03,0.841,1.38,52.0,M2327 通信網路業
4564,元翎,* 2023/02,0.832,0.832,157.0,M1500 電機機械
1541,錩泰,* 2023/02,0.816,0.816,276.0,M1500 電機機械
8277,商丞,* 2023/03,0.799,3.902,45.0,M2324 半導體
4966,譜瑞-KY,* 2023/02,0.784,0.784,1501.0,M2324 半導體
2891,中信金,* 2023/02,0.774,0.775,13490.0,M2800 金融業
4911,德英,* 2023/03,0.765,-0.554,6.0,M1722 生技醫療
6598,ABC-KY,* 2023/03,0.756,1.014,41.0,M1722 生技醫療
4432,銘旺實,* 2023/02,0.748,0.748,126.0,M1400 紡織纖維
8083,瑞穎,* 2023/02,0.746,0.746,131.0,M1500 電機機械
2107,厚生,* 2023/02,0.732,0.732,178.0,M2100 橡膠工業
4934,太極,* 2023/03,0.728,-0.13,197.0,M2326 光電業
6516,勤崴國際,* 2023/03,0.716,0.165,45.0,M2330 資訊服務業
1777,生泰,* 2023/03,0.706,0.324,109.0,M1722 生技醫療
3162,精確,* 2023/03,0.701,-0.434,226.0,M1500 電機機械
6116,彩晶,* 2023/02,0.687,0.687,1293.0,M2326 光電業
2442,新美齊,* 2023/03,0.683,0.848,17.0,M2325 電腦及週邊
3661,世芯-KY,* 2023/03,0.68,-0.067,1436.0,M2324 半導體
2509,全坤建,* 2023/03,0.675,0.462,26.0,M2500 建材營造
3268,海德威,* 2023/02,0.667,0.667,66.0,M2324 半導體
4721,美琪瑪,* 2023/02,0.659,0.659,334.0,M1721 化學工業
1310,台苯,* 2023/02,0.658,0.658,944.0,M1300 塑膠工業
2712,遠雄來,* 2023/03,0.654,-0.222,35.0,M2700 觀光事業
8067,志旭,* 2023/02,0.653,0.653,12.0,M2329 電子通路業
4417,金洲,* 2023/03,0.643,0.581,312.0,M1400 紡織纖維
1416,廣豐,* 2023/03,0.634,0.508,29.0,M9900 其他
3064,泰偉,* 2023/03,0.621,0.565,10.0,M3200 文化創意業
4426,利勤,* 2023/03,0.617,0.121,165.0,M1400 紡織纖維
4142,國光生,* 2023/03,0.616,-0.216,32.0,M1722 生技醫療
6161,捷波,* 2023/02,0.591,0.591,127.0,M2325 電腦及週邊
8097,常珵,* 2023/03,0.578,1.551,145.0,M2327 通信網路業
5468,凱鈺,* 2023/02,0.56,0.56,12.0,M2324 半導體
2434,統懋,* 2023/02,0.558,0.558,5.0,M2324 半導體
1423,利華,* 2023/02,0.555,0.555,13.0,M1400 紡織纖維
8473,山林水,* 2023/03,0.548,0.257,363.0,M9900 其他
2527,宏璟,* 2023/02,0.534,0.534,38.0,M2500 建材營造
6206,飛捷,* 2023/02,0.534,0.534,374.0,M2325 電腦及週邊
5484,慧友,* 2023/03,0.532,-0.259,27.0,M2326 光電業
6596,寬宏藝術,* 2023/02,0.528,0.528,160.0,M3200 文化創意業
8941,關中,* 2023/02,0.527,0.527,218.0,M2900 貿易百貨
3693,營邦,* 2023/03,0.524,0.141,479.0,M2325 電腦及週邊
4707,磐亞,* 2023/03,0.521,0.423,136.0,M1721 化學工業
3325,旭品,* 2023/03,0.52,0.053,106.0,M2325 電腦及週邊
3313,斐成,* 2023/03,0.515,inf,1.0,M9900 其他
4102,永日,* 2023/03,0.509,0.399,50.0,M1722 生技醫療
3004,豐達科,* 2023/03,0.501,-0.022,221.0,M2000 鋼鐵工業
5347,世界,* 2023/02,0.5,0.5,3726.0,M2324 半導體
5455,昇益,* 2023/03,0.498,93.444,17.0,M2500 建材營造
1459,聯發,* 2023/02,0.492,0.492,160.0,M1400 紡織纖維
3011,今皓,* 2023/02,0.492,0.491,105.0,M2328 電子零組件
1808,潤隆,* 2023/03,0.482,-0.293,364.0,M2500 建材營造
3642,駿熠電,* 2023/02,0.48,0.48,17.0,M2331 其他電子業
4304,勝昱,* 2023/03,0.479,0.022,53.0,M1300 塑膠工業
6180,橘子,* 2023/02,0.473,0.473,1260.0,M3200 文化創意業
3521,鴻翊,* 2023/02,0.473,0.473,25.0,M2325 電腦及週邊
6144,得利影,* 2023/02,0.464,0.464,21.0,M3200 文化創意業
1413,宏洲,* 2023/02,0.462,0.462,233.0,M1400 紡織纖維
5209,新鼎,* 2023/03,0.451,-0.073,332.0,M2330 資訊服務業
8092,建暐,* 2023/03,0.442,0.222,37.0,M2331 其他電子業
1451,年興,* 2023/02,0.442,0.442,576.0,M1400 紡織纖維
3632,研勤,* 2023/03,0.435,0.354,33.0,M2327 通信網路業
3022,威強電,* 2023/03,0.434,-0.074,669.0,M2325 電腦及週邊
3360,尚立,* 2023/02,0.432,0.432,920.0,M2329 電子通路業
6130,星寶國際,* 2023/03,0.416,-0.587,8.0,M1722 生技醫療
3209,全科,* 2023/02,0.413,0.413,3610.0,M2329 電子通路業
2897,王道銀行,* 2023/03,0.412,0.175,987.0,M2800 金融業
6733,博晟生醫,* 2023/03,0.408,-0.257,2.0,M1722 生技醫療
5438,東友,* 2023/03,0.403,1.239,165.0,M2325 電腦及週邊
2542,興富發,* 2023/03,0.399,-0.013,2762.0,M2500 建材營造
1733,五鼎,* 2023/02,0.396,0.396,189.0,M1722 生技醫療
6486,互動,* 2023/03,0.391,0.471,154.0,M2327 通信網路業
5302,太欣,* 2023/03,0.389,4.882,2.0,M2324 半導體
6261,久元,* 2023/02,0.387,0.387,355.0,M2324 半導體
3379,彬台,* 2023/02,0.384,0.384,29.0,M1500 電機機械
3529,力旺,* 2023/03,0.382,-0.63,79.0,M2324 半導體
4560,強信-KY,* 2023/02,0.378,0.378,125.0,M1500 電機機械
1799,易威,* 2023/03,0.377,1.195,23.0,M1722 生技醫療
5464,霖宏,* 2023/03,0.375,0.55,138.0,M2328 電子零組件
8024,佑華,* 2023/02,0.37,0.371,28.0,M2324 半導體
1435,中福,* 2023/02,0.37,0.37,1.0,M9900 其他
3443,創意,* 2023/03,0.37,-0.082,2064.0,M2324 半導體
3228,金麗科,* 2023/03,0.368,0.288,38.0,M2324 半導體
1473,台南,* 2023/02,0.363,0.363,694.0,M1400 紡織纖維
3308,聯德,* 2023/03,0.36,-0.332,35.0,M2328 電子零組件
3287,廣寰科,* 2023/02,0.357,0.357,35.0,M2325 電腦及週邊
3221,台嘉碩,* 2023/02,0.352,0.352,211.0,M2327 通信網路業
3504,揚明光,* 2023/02,0.351,0.351,281.0,M2326 光電業
8935,邦泰,* 2023/02,0.349,0.349,78.0,M9900 其他
6552,易華電,* 2023/02,0.346,0.346,154.0,M2324 半導體
6236,康呈,* 2023/03,0.339,-0.176,3.0,M9900 其他
4912,聯德控股-KY,* 2023/02,0.338,0.338,341.0,M2328 電子零組件
3092,鴻碩,* 2023/02,0.337,0.337,210.0,M2328 電子零組件
6225,天瀚,* 2023/02,0.333,0.333,2.0,M2326 光電業
8422,可寧衛,* 2023/03,0.329,0.1,510.0,M9900 其他
6152,百一,* 2023/03,0.327,0.2,231.0,M2327 通信網路業
6591,動力-KY,* 2023/02,0.325,0.325,130.0,M2325 電腦及週邊
8437,大地-KY,* 2023/02,0.324,0.324,36.0,M9900 其他
6405,悅城,* 2023/02,0.322,0.322,29.0,M2326 光電業
3016,嘉晶,* 2023/02,0.322,0.321,456.0,M2324 半導體
6142,友勁,* 2023/03,0.314,-0.008,337.0,M2327 通信網路業
4916,事欣科,* 2023/03,0.312,0.022,309.0,M2325 電腦及週邊
2466,冠西電,* 2023/03,0.308,0.586,75.0,M2326 光電業
3285,微端,* 2023/03,0.304,-0.222,64.0,M2331 其他電子業
1446,宏和,* 2023/03,0.304,0.745,16.0,M1400 紡織纖維
2008,高興昌,* 2023/03,0.304,0.04,169.0,M2000 鋼鐵工業
1568,倉佑,* 2023/02,0.301,0.301,132.0,M2200 汽車工業
5512,力麒,* 2023/03,0.3,0.728,655.0,M2500 建材營造
6515,穎崴,* 2023/03,0.298,0.037,332.0,M2324 半導體
1538,正峰,* 2023/03,0.296,0.506,26.0,M1500 電機機械
6176,瑞儀,* 2023/02,0.295,0.295,3706.0,M2326 光電業
2409,友達,* 2023/02,0.295,0.295,20792.0,M2326 光電業
3288,點晶,* 2023/03,0.29,0.527,14.0,M2328 電子零組件
1752,南光,* 2023/03,0.289,0.094,182.0,M1722 生技醫療
5703,亞都,* 2023/03,0.288,-0.247,23.0,M2700 觀光事業
1781,合世,* 2023/03,0.287,1.079,67.0,M1722 生技醫療
1457,宜進,* 2023/02,0.286,0.286,332.0,M1400 紡織纖維
3540,曜越,* 2023/03,0.281,-0.128,282.0,M2325 電腦及週邊
6762,達亞,* 2023/03,0.278,-0.248,36.0,M1722 生技醫療
8201,無敵,* 2023/03,0.276,1.071,63.0,M2331 其他電子業
4549,桓達,* 2023/03,0.276,0.253,125.0,M1500 電機機械
4999,鑫禾,* 2023/02,0.273,0.273,173.0,M2328 電子零組件
1783,和康生,* 2023/03,0.272,0.399,59.0,M1722 生技醫療
3284,太普高,* 2023/03,0.271,0.342,70.0,M9900 其他
5205,中茂,* 2023/03,0.266,0.087,1.0,M2331 其他電子業
2546,根基,* 2023/03,0.265,0.013,1238.0,M2500 建材營造
2235,謚源,* 2023/02,0.264,0.264,40.0,M1500 電機機械
9943,好樂迪,* 2023/03,0.264,0.062,243.0,M2700 觀光事業
2908,特力,* 2023/02,0.261,0.261,2801.0,M2900 貿易百貨
6512,啟發電,* 2023/02,0.256,0.256,22.0,M2331 其他電子業
2534,宏盛,* 2023/03,0.249,1.071,665.0,M2500 建材營造
3213,茂訊,* 2023/03,0.247,-0.084,233.0,M2325 電腦及週邊
2344,華邦電,* 2023/02,0.246,0.246,7161.0,M2324 半導體
6457,紘康,* 2023/02,0.244,0.244,60.0,M2324 半導體
4161,聿新科,* 2023/03,0.243,0.25,66.0,M1722 生技醫療
3376,新日興,* 2023/02,0.242,0.242,649.0,M2328 電子零組件
2740,天蔥,* 2023/03,0.241,-0.255,9.0,M2700 觀光事業
1569,濱川,* 2023/02,0.238,0.237,309.0,M2325 電腦及週邊
4736,泰博,* 2023/03,0.237,0.593,701.0,M1722 生技醫療
2722,夏都,* 2023/02,0.235,0.235,71.0,M2700 觀光事業
9935,慶豐富,* 2023/02,0.232,0.232,303.0,M9900 其他
6154,順發,* 2023/02,0.231,0.231,378.0,M2329 電子通路業
8040,九暘,* 2023/03,0.23,0.449,98.0,M2324 半導體
9950,萬國通,* 2023/03,0.23,0.112,213.0,M1300 塑膠工業
6589,台康生技,* 2023/03,0.229,0.136,92.0,M1722 生技醫療
4106,雃博,* 2023/03,0.22,0.341,257.0,M1722 生技醫療
3081,聯亞,* 2023/03,0.215,1.181,207.0,M2327 通信網路業
2067,嘉鋼,* 2023/03,0.215,0.104,112.0,M1500 電機機械
6244,茂迪,* 2023/03,0.214,-0.044,459.0,M2326 光電業
5519,隆大,* 2023/02,0.211,0.211,129.0,M2500 建材營造
3122,笙泉,* 2023/02,0.21,0.21,29.0,M2324 半導體
4530,宏易,* 2023/03,0.206,0.32,18.0,M1500 電機機械
4714,永捷,* 2023/03,0.203,0.722,120.0,M1721 化學工業
5284,jpp-KY,* 2023/03,0.202,-0.114,164.0,M9900 其他
3490,單井,* 2023/02,0.201,0.201,37.0,M2326 光電業
6143,振曜,* 2023/03,0.2,-0.125,495.0,M2327 通信網路業
4735,豪展,* 2023/03,0.2,0.899,114.0,M1722 生技醫療
8071,能率網通,* 2023/03,0.198,0.617,263.0,M2328 電子零組件
1307,三芳,* 2023/03,0.197,0.274,1222.0,M1300 塑膠工業
8450,霹靂,* 2023/03,0.197,0.283,35.0,M3200 文化創意業
6288,聯嘉,* 2023/03,0.195,0.169,354.0,M2200 汽車工業
1325,恒大,* 2023/03,0.194,0.502,50.0,M1300 塑膠工業
8103,瀚荃,* 2023/02,0.194,0.193,209.0,M2328 電子零組件
1471,首利,* 2023/03,0.192,0.593,25.0,M2328 電子零組件
4903,聯光通,* 2023/02,0.191,0.191,48.0,M2327 通信網路業
2392,正崴,* 2023/03,0.19,0.194,6516.0,M2328 電子零組件
3711,日月光投控,* 2023/02,0.19,0.189,47560.0,M2324 半導體
1584,精剛,* 2023/03,0.189,-0.38,157.0,M9900 其他
4942,嘉彰,* 2023/02,0.186,0.186,572.0,M2326 光電業
3455,由田,* 2023/03,0.185,0.38,176.0,M2326 光電業
6279,胡連,* 2023/03,0.183,0.057,533.0,M2328 電子零組件
2007,燁興,* 2023/02,0.183,0.183,541.0,M2000 鋼鐵工業
8054,安國,* 2023/03,0.183,0.19,156.0,M2324 半導體
8463,潤泰材,* 2023/03,0.182,-0.145,333.0,M9900 其他
8418,捷必勝-KY,* 2023/03,0.18,0.207,128.0,M9900 其他
8928,鉅明,* 2023/03,0.18,0.275,348.0,M9900 其他
3707,漢磊,* 2023/02,0.18,0.18,661.0,M2324 半導體
5478,智冠,* 2023/03,0.179,0.085,538.0,M3200 文化創意業
3591,艾笛森,* 2023/03,0.176,0.355,192.0,M2326 光電業
6227,茂綸,* 2023/03,0.176,0.134,1273.0,M2329 電子通路業
4121,優盛,* 2023/03,0.173,0.205,331.0,M1722 生技醫療
8436,大江,* 2023/03,0.172,0.148,644.0,M1722 生技醫療
9949,琉園,* 2023/02,0.172,0.172,15.0,M3200 文化創意業
6196,帆宣,* 2023/03,0.17,-0.137,4083.0,M2331 其他電子業
3290,東浦,* 2023/03,0.169,-0.033,112.0,M2328 電子零組件
2834,臺企銀,* 2023/03,0.169,-0.03,2395.0,M2800 金融業
3617,碩天,* 2023/02,0.167,0.167,755.0,M2331 其他電子業
3546,宇峻,* 2023/02,0.164,0.164,140.0,M3200 文化創意業
5263,智崴,* 2023/03,0.164,0.124,70.0,M3200 文化創意業
6221,晉泰,* 2023/02,0.164,0.164,381.0,M2330 資訊服務業
4971,IET-KY,* 2023/02,0.164,0.164,62.0,M2324 半導體
6245,立端,* 2023/03,0.164,0.168,827.0,M2327 通信網路業
8155,博智,* 2023/02,0.16,0.16,265.0,M2328 電子零組件
3481,群創,* 2023/02,0.16,0.16,17980.0,M2326 光電業
5534,長虹,* 2023/03,0.16,8.021,727.0,M2500 建材營造
3027,盛達,* 2023/03,0.16,-0.316,94.0,M2327 通信網路業
8042,金山電,* 2023/02,0.159,0.159,263.0,M2328 電子零組件
6568,宏觀,* 2023/03,0.159,0.515,120.0,M2324 半導體
5301,寶得利,* 2023/03,0.157,-0.412,5.0,M2700 觀光事業
6120,達運,* 2023/02,0.156,0.156,1305.0,M2326 光電業
5258,虹堡,* 2023/03,0.156,0.061,585.0,M2325 電腦及週邊
3536,誠創,* 2023/02,0.154,0.154,25.0,M2324 半導體
4535,至興,* 2023/03,0.153,0.231,290.0,M1500 電機機械
6230,尼得科超眾,* 2023/03,0.153,0.017,946.0,M2325 電腦及週邊
3207,耀勝,* 2023/03,0.151,-0.082,111.0,M2328 電子零組件
8442,威宏-KY,* 2023/03,0.15,0.024,670.0,M9900 其他
6651,全宇昕,* 2023/02,0.149,0.149,109.0,M2324 半導體
1789,神隆,* 2023/02,0.148,0.148,212.0,M1722 生技醫療
4126,太醫,* 2023/03,0.148,-0.051,214.0,M1722 生技醫療
1813,寶利徠,* 2023/03,0.147,0.035,33.0,M1722 生技醫療
9931,欣高,* 2023/03,0.146,0.032,125.0,M9700 油電燃氣業
6431,光麗-KY,* 2023/03,0.146,0.16,24.0,M2326 光電業
5511,德昌,* 2023/03,0.145,-0.178,731.0,M2500 建材營造
6477,安集,* 2023/02,0.145,0.145,181.0,M2326 光電業
6173,信昌電,* 2023/02,0.145,0.145,327.0,M2328 電子零組件
1603,華電,* 2023/03,0.141,0.174,361.0,M1600 電器電纜
2236,百達-KY,* 2023/03,0.141,0.095,128.0,M2200 汽車工業
1506,正道,* 2023/03,0.14,0.282,111.0,M1500 電機機械
8341,日友,* 2023/02,0.137,0.137,295.0,M9900 其他
5906,台南-KY,* 2023/02,0.137,0.137,166.0,M2900 貿易百貨
3594,磐儀,* 2023/03,0.137,0.129,137.0,M2325 電腦及週邊
6185,幃翔,* 2023/03,0.136,-0.021,55.0,M2328 電子零組件
5460,同協,* 2023/02,0.134,0.135,28.0,M2328 電子零組件
5489,彩富,* 2023/02,0.134,0.134,137.0,M2331 其他電子業
4804,大略-KY,* 2023/03,0.134,0.146,20.0,M2700 觀光事業
3684,榮昌,* 2023/03,0.133,0.111,90.0,M2327 通信網路業
3164,景岳,* 2023/03,0.133,1.093,38.0,M1722 生技醫療
1477,聚陽,* 2023/03,0.131,0.09,2892.0,M1400 紡織纖維
6101,寬魚國際,* 2023/02,0.131,0.131,30.0,M3200 文化創意業
3494,誠研,* 2023/03,0.13,-0.147,51.0,M2325 電腦及週邊
4552,力達-KY,* 2023/03,0.13,-0.09,284.0,M1500 電機機械
1537,廣隆,* 2023/03,0.128,0.911,692.0,M1500 電機機械
3138,耀登,* 2023/03,0.127,0.379,156.0,M2327 通信網路業
6488,環球晶,* 2023/03,0.127,0.081,6463.0,M2324 半導體
4510,高鋒,* 2023/02,0.127,0.127,132.0,M1500 電機機械
2706,第一店,* 2023/03,0.126,-0.179,27.0,M2700 觀光事業
1316,上曜,* 2023/03,0.126,-0.144,176.0,M2500 建材營造
1109,信大,* 2023/03,0.125,0.343,552.0,M1100 水泥工業
2929,淘帝-KY,* 2023/02,0.125,0.125,112.0,M2900 貿易百貨
6168,宏齊,* 2023/02,0.123,0.123,195.0,M2326 光電業
3037,欣興,* 2023/02,0.122,0.123,9061.0,M2328 電子零組件
5381,合正,* 2023/03,0.122,0.658,33.0,M2328 電子零組件
8929,富堡,* 2023/02,0.121,0.121,48.0,M9900 其他
2399,映泰,* 2023/03,0.118,-0.062,222.0,M2325 電腦及週邊
2467,志聖,* 2023/02,0.117,0.117,352.0,M2328 電子零組件
3704,合勤控,* 2023/03,0.115,-0.011,2888.0,M2327 通信網路業
2496,卓越,* 2023/03,0.115,0.106,63.0,M9900 其他
8433,弘帆,* 2023/02,0.114,0.114,155.0,M2900 貿易百貨
4976,佳凌,* 2023/03,0.114,0.211,98.0,M2326 光電業
3114,好德,* 2023/02,0.113,0.113,203.0,M2328 電子零組件
1786,科妍,* 2023/02,0.112,0.112,27.0,M1722 生技醫療
2231,為升,* 2023/03,0.112,-0.094,390.0,M2200 汽車工業
5340,建榮,* 2023/02,0.112,0.112,110.0,M2328 電子零組件
9904,寶成,* 2023/03,0.111,0.345,24523.0,M9900 其他
6768,志強-KY,* 2023/03,0.108,1.006,1610.0,M9900 其他
1815,富喬,* 2023/02,0.108,0.108,336.0,M2328 電子零組件
3038,全台,* 2023/03,0.108,0.026,377.0,M2326 光電業
4114,健喬,* 2023/03,0.108,0.084,376.0,M1722 生技醫療
6697,東捷資訊,* 2023/02,0.107,0.107,95.0,M2330 資訊服務業
2633,台灣高鐵,* 2023/03,0.106,-0.045,3562.0,M2600 航運業
4767,誠泰科技,* 2023/02,0.104,0.104,85.0,M1721 化學工業
4109,加捷生醫,* 2023/03,0.104,0.359,29.0,M1722 生技醫療
4763,材料-KY,* 2023/03,0.103,-0.192,371.0,M1721 化學工業
1108,幸福,* 2023/03,0.102,0.053,381.0,M1100 水泥工業
5483,中美晶,* 2023/03,0.102,0.095,7369.0,M2324 半導體
8114,振樺電,* 2023/02,0.102,0.102,783.0,M2325 電腦及週邊
2439,美律,* 2023/03,0.101,0.246,2412.0,M2327 通信網路業
1512,瑞利,* 2023/03,0.101,-0.282,71.0,M2200 汽車工業
6438,迅得,* 2023/03,0.1,-0.033,506.0,M2331 其他電子業
4741,泓瀚,* 2023/03,0.099,0.142,68.0,M1721 化學工業
1445,大宇,* 2023/03,0.099,0.134,137.0,M1400 紡織纖維
2065,世豐,* 2023/03,0.099,0.093,243.0,M2000 鋼鐵工業
2330,台積電,* 2023/03,0.099,0.158,188949.0,M2324 半導體
4105,東洋,* 2023/03,0.097,0.186,403.0,M1722 生技醫療
2729,瓦城,* 2023/02,0.096,0.096,477.0,M2700 觀光事業
3419,譁裕,* 2023/03,0.096,0.315,146.0,M2327 通信網路業
5288,豐祥-KY,* 2023/03,0.096,0.158,695.0,M1500 電機機械
3131,弘塑,* 2023/02,0.096,0.096,274.0,M2331 其他電子業
2369,菱生,* 2023/02,0.095,0.095,452.0,M2324 半導體
3149,正達,* 2023/03,0.094,0.567,174.0,M2326 光電業
2419,仲琦,* 2023/03,0.094,0.168,994.0,M2327 通信網路業
2739,寒舍,* 2023/03,0.094,-0.142,307.0,M2700 觀光事業
2926,誠品生活,* 2023/03,0.092,0.04,443.0,M3200 文化創意業
6228,全譜,* 2023/03,0.091,0.027,3.0,M2325 電腦及週邊
3289,宜特,* 2023/03,0.09,-0.001,332.0,M2331 其他電子業
8076,伍豐,* 2023/03,0.089,0.404,196.0,M2325 電腦及週邊
2070,精湛,* 2023/02,0.089,0.089,37.0,M1500 電機機械
2208,台船,* 2023/03,0.089,0.02,1575.0,M2600 航運業
2430,燦坤,* 2023/02,0.088,0.088,1663.0,M2329 電子通路業
2426,鼎元,* 2023/02,0.088,0.088,184.0,M2326 光電業
8472,夠麻吉,* 2023/03,0.087,0.158,31.0,M3400 電子商務
1531,高林股,* 2023/02,0.087,0.087,138.0,M1500 電機機械
1104,環泥,* 2023/03,0.087,0.087,643.0,M1100 水泥工業
3576,聯合再生,* 2023/03,0.087,0.122,1795.0,M2326 光電業
1341,富林-KY,* 2023/02,0.086,0.086,224.0,M1300 塑膠工業
4127,天良,* 2023/02,0.086,0.086,37.0,M1722 生技醫療
2014,中鴻,* 2023/02,0.084,0.084,3481.0,M2000 鋼鐵工業
9938,百和,* 2023/03,0.083,0.858,1987.0,M9900 其他
6590,普鴻,* 2023/03,0.083,-0.069,46.0,M2330 資訊服務業
2371,大同,* 2023/03,0.082,-0.119,3132.0,M1500 電機機械
4572,駐龍,* 2023/03,0.082,-0.061,55.0,M1500 電機機械
2634,漢翔,* 2023/03,0.081,-0.196,2567.0,M2600 航運業
1258,其祥-KY,* 2023/03,0.078,-0.043,220.0,M1200 食品工業
6703,軒郁,* 2023/03,0.078,-0.063,136.0,M1722 生技醫療
8383,千附,* 2023/02,0.078,0.078,262.0,M2331 其他電子業
5355,佳總,* 2023/03,0.076,0.151,46.0,M2328 電子零組件
2365,昆盈,* 2023/03,0.076,0.871,98.0,M2325 電腦及週邊
4207,環泰,* 2023/03,0.076,0.177,457.0,M1200 食品工業
6128,上福,* 2023/02,0.076,0.076,457.0,M2325 電腦及週邊
9928,中視,* 2023/02,0.075,0.075,55.0,M9900 其他
1220,台榮,* 2023/02,0.075,0.075,192.0,M1200 食品工業
